N	nu_0	J	eta_n	phi_pack	ftype	n_steps	dt	n_save	update_nn	fanisotropy	max_dist	date_string	filename
100	0.01	0.01	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,07,20,03,29	sphere_data_analysis_2015-08-07_20-03-29.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,07,20,06,39	sphere_data_analysis_2015-08-07_20-06-39.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,07,20,09,50	sphere_data_analysis_2015-08-07_20-09-50.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	0.5	3	2015,08,07,20,13,00	sphere_data_analysis_2015-08-07_20-13-00.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	0.5	3	2015,08,07,20,16,11	sphere_data_analysis_2015-08-07_20-16-11.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	0.5	3	2015,08,07,20,19,21	sphere_data_analysis_2015-08-07_20-19-21.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	1	0	2015,08,07,20,22,32	sphere_data_analysis_2015-08-07_20-22-32.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	1	0	2015,08,07,20,25,41	sphere_data_analysis_2015-08-07_20-25-41.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	1	0	2015,08,07,20,28,51	sphere_data_analysis_2015-08-07_20-28-51.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	1	2.5	2015,08,07,20,32,02	sphere_data_analysis_2015-08-07_20-32-02.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	1	2.5	2015,08,07,20,35,12	sphere_data_analysis_2015-08-07_20-35-12.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	1	2.5	2015,08,07,20,38,22	sphere_data_analysis_2015-08-07_20-38-22.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	1	3	2015,08,07,20,41,32	sphere_data_analysis_2015-08-07_20-41-32.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	1	3	2015,08,07,20,44,42	sphere_data_analysis_2015-08-07_20-44-42.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	1	3	2015,08,07,20,47,53	sphere_data_analysis_2015-08-07_20-47-53.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	2	0	2015,08,07,20,51,03	sphere_data_analysis_2015-08-07_20-51-03.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	2	0	2015,08,07,20,54,13	sphere_data_analysis_2015-08-07_20-54-13.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	2	0	2015,08,07,20,57,23	sphere_data_analysis_2015-08-07_20-57-23.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	2	2.5	2015,08,07,21,00,34	sphere_data_analysis_2015-08-07_21-00-34.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	2	2.5	2015,08,07,21,03,45	sphere_data_analysis_2015-08-07_21-03-45.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	2	2.5	2015,08,07,21,06,56	sphere_data_analysis_2015-08-07_21-06-56.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	2	3	2015,08,07,21,10,05	sphere_data_analysis_2015-08-07_21-10-05.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	2	3	2015,08,07,21,13,15	sphere_data_analysis_2015-08-07_21-13-15.p
100	0.01	0.01	1	1	2	10000	0.005	50	 	2	3	2015,08,07,21,16,26	sphere_data_analysis_2015-08-07_21-16-26.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	0.5	0	2015,08,07,21,19,37	sphere_data_analysis_2015-08-07_21-19-37.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	0.5	0	2015,08,07,21,22,38	sphere_data_analysis_2015-08-07_21-22-38.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	0.5	0	2015,08,07,21,25,43	sphere_data_analysis_2015-08-07_21-25-43.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,07,21,28,51	sphere_data_analysis_2015-08-07_21-28-51.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,07,21,31,37	sphere_data_analysis_2015-08-07_21-31-37.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,07,21,34,41	sphere_data_analysis_2015-08-07_21-34-41.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	0.5	3	2015,08,07,21,37,44	sphere_data_analysis_2015-08-07_21-37-44.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	0.5	3	2015,08,07,21,40,51	sphere_data_analysis_2015-08-07_21-40-51.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	0.5	3	2015,08,07,21,44,00	sphere_data_analysis_2015-08-07_21-44-00.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	1	0	2015,08,07,21,46,57	sphere_data_analysis_2015-08-07_21-46-57.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	1	0	2015,08,07,21,50,08	sphere_data_analysis_2015-08-07_21-50-08.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	1	0	2015,08,07,21,53,13	sphere_data_analysis_2015-08-07_21-53-13.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	1	2.5	2015,08,07,21,56,21	sphere_data_analysis_2015-08-07_21-56-21.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	1	2.5	2015,08,07,21,59,31	sphere_data_analysis_2015-08-07_21-59-31.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	1	2.5	2015,08,07,22,02,30	sphere_data_analysis_2015-08-07_22-02-30.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	1	3	2015,08,07,22,05,36	sphere_data_analysis_2015-08-07_22-05-36.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	1	3	2015,08,07,22,08,42	sphere_data_analysis_2015-08-07_22-08-42.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	1	3	2015,08,07,22,11,36	sphere_data_analysis_2015-08-07_22-11-36.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	2	0	2015,08,07,22,14,42	sphere_data_analysis_2015-08-07_22-14-42.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	2	0	2015,08,07,22,17,45	sphere_data_analysis_2015-08-07_22-17-45.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	2	0	2015,08,07,22,20,55	sphere_data_analysis_2015-08-07_22-20-55.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	2	2.5	2015,08,07,22,23,49	sphere_data_analysis_2015-08-07_22-23-49.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	2	2.5	2015,08,07,22,26,56	sphere_data_analysis_2015-08-07_22-26-56.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	2	2.5	2015,08,07,22,30,06	sphere_data_analysis_2015-08-07_22-30-06.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	2	3	2015,08,07,22,33,13	sphere_data_analysis_2015-08-07_22-33-13.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	2	3	2015,08,07,22,36,24	sphere_data_analysis_2015-08-07_22-36-24.p
100	0.01	0.01	2	1	2	10000	0.005	50	 	2	3	2015,08,07,22,39,27	sphere_data_analysis_2015-08-07_22-39-27.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,07,22,42,39	sphere_data_analysis_2015-08-07_22-42-39.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,07,22,45,49	sphere_data_analysis_2015-08-07_22-45-49.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,07,22,48,59	sphere_data_analysis_2015-08-07_22-48-59.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,07,22,52,10	sphere_data_analysis_2015-08-07_22-52-10.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,07,22,55,21	sphere_data_analysis_2015-08-07_22-55-21.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,07,22,58,32	sphere_data_analysis_2015-08-07_22-58-32.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,07,23,01,44	sphere_data_analysis_2015-08-07_23-01-44.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,07,23,04,55	sphere_data_analysis_2015-08-07_23-04-55.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,07,23,08,07	sphere_data_analysis_2015-08-07_23-08-07.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	1	0	2015,08,07,23,11,18	sphere_data_analysis_2015-08-07_23-11-18.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	1	0	2015,08,07,23,14,28	sphere_data_analysis_2015-08-07_23-14-28.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	1	0	2015,08,07,23,17,37	sphere_data_analysis_2015-08-07_23-17-37.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,07,23,20,48	sphere_data_analysis_2015-08-07_23-20-48.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,07,23,23,59	sphere_data_analysis_2015-08-07_23-23-59.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,07,23,27,10	sphere_data_analysis_2015-08-07_23-27-10.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	1	3	2015,08,07,23,30,22	sphere_data_analysis_2015-08-07_23-30-22.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	1	3	2015,08,07,23,33,31	sphere_data_analysis_2015-08-07_23-33-31.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	1	3	2015,08,07,23,36,42	sphere_data_analysis_2015-08-07_23-36-42.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	2	0	2015,08,07,23,39,52	sphere_data_analysis_2015-08-07_23-39-52.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	2	0	2015,08,07,23,43,03	sphere_data_analysis_2015-08-07_23-43-03.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	2	0	2015,08,07,23,46,13	sphere_data_analysis_2015-08-07_23-46-13.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,07,23,49,24	sphere_data_analysis_2015-08-07_23-49-24.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,07,23,52,34	sphere_data_analysis_2015-08-07_23-52-34.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,07,23,55,44	sphere_data_analysis_2015-08-07_23-55-44.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	2	3	2015,08,07,23,58,55	sphere_data_analysis_2015-08-07_23-58-55.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	2	3	2015,08,08,00,02,05	sphere_data_analysis_2015-08-08_00-02-05.p
100	0.01	0.05	0.5	1	2	10000	0.005	50	 	2	3	2015,08,08,00,05,14	sphere_data_analysis_2015-08-08_00-05-14.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	0.5	0	2015,08,08,00,08,24	sphere_data_analysis_2015-08-08_00-08-24.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	0.5	0	2015,08,08,00,11,34	sphere_data_analysis_2015-08-08_00-11-34.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	0.5	0	2015,08,08,00,14,45	sphere_data_analysis_2015-08-08_00-14-45.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,00,17,56	sphere_data_analysis_2015-08-08_00-17-56.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,00,21,06	sphere_data_analysis_2015-08-08_00-21-06.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,00,24,16	sphere_data_analysis_2015-08-08_00-24-16.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	0.5	3	2015,08,08,00,27,26	sphere_data_analysis_2015-08-08_00-27-26.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	0.5	3	2015,08,08,00,30,37	sphere_data_analysis_2015-08-08_00-30-37.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	0.5	3	2015,08,08,00,33,47	sphere_data_analysis_2015-08-08_00-33-47.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	1	0	2015,08,08,00,36,59	sphere_data_analysis_2015-08-08_00-36-59.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	1	0	2015,08,08,00,40,10	sphere_data_analysis_2015-08-08_00-40-10.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	1	0	2015,08,08,00,43,20	sphere_data_analysis_2015-08-08_00-43-20.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	1	2.5	2015,08,08,00,46,31	sphere_data_analysis_2015-08-08_00-46-31.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	1	2.5	2015,08,08,00,49,40	sphere_data_analysis_2015-08-08_00-49-40.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	1	2.5	2015,08,08,00,52,51	sphere_data_analysis_2015-08-08_00-52-51.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	1	3	2015,08,08,00,56,01	sphere_data_analysis_2015-08-08_00-56-01.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	1	3	2015,08,08,00,59,11	sphere_data_analysis_2015-08-08_00-59-11.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	1	3	2015,08,08,01,02,21	sphere_data_analysis_2015-08-08_01-02-21.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	2	0	2015,08,08,01,05,32	sphere_data_analysis_2015-08-08_01-05-32.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	2	0	2015,08,08,01,08,42	sphere_data_analysis_2015-08-08_01-08-42.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	2	0	2015,08,08,01,11,53	sphere_data_analysis_2015-08-08_01-11-53.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	2	2.5	2015,08,08,01,15,03	sphere_data_analysis_2015-08-08_01-15-03.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	2	2.5	2015,08,08,01,18,13	sphere_data_analysis_2015-08-08_01-18-13.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	2	2.5	2015,08,08,01,21,23	sphere_data_analysis_2015-08-08_01-21-23.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	2	3	2015,08,08,01,24,32	sphere_data_analysis_2015-08-08_01-24-32.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	2	3	2015,08,08,01,27,42	sphere_data_analysis_2015-08-08_01-27-42.p
100	0.01	0.05	1	1	2	10000	0.005	50	 	2	3	2015,08,08,01,30,52	sphere_data_analysis_2015-08-08_01-30-52.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	0.5	0	2015,08,08,01,34,01	sphere_data_analysis_2015-08-08_01-34-01.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	0.5	0	2015,08,08,01,36,47	sphere_data_analysis_2015-08-08_01-36-47.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	0.5	0	2015,08,08,01,39,53	sphere_data_analysis_2015-08-08_01-39-53.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,01,43,00	sphere_data_analysis_2015-08-08_01-43-00.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,01,46,01	sphere_data_analysis_2015-08-08_01-46-01.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,01,49,07	sphere_data_analysis_2015-08-08_01-49-07.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	0.5	3	2015,08,08,01,52,13	sphere_data_analysis_2015-08-08_01-52-13.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	0.5	3	2015,08,08,01,55,21	sphere_data_analysis_2015-08-08_01-55-21.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	0.5	3	2015,08,08,01,58,17	sphere_data_analysis_2015-08-08_01-58-17.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	1	0	2015,08,08,02,01,24	sphere_data_analysis_2015-08-08_02-01-24.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	1	0	2015,08,08,02,04,23	sphere_data_analysis_2015-08-08_02-04-23.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	1	0	2015,08,08,02,07,16	sphere_data_analysis_2015-08-08_02-07-16.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	1	2.5	2015,08,08,02,10,21	sphere_data_analysis_2015-08-08_02-10-21.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	1	2.5	2015,08,08,02,13,26	sphere_data_analysis_2015-08-08_02-13-26.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	1	2.5	2015,08,08,02,16,16	sphere_data_analysis_2015-08-08_02-16-16.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	1	3	2015,08,08,02,19,24	sphere_data_analysis_2015-08-08_02-19-24.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	1	3	2015,08,08,02,22,26	sphere_data_analysis_2015-08-08_02-22-26.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	1	3	2015,08,08,02,25,12	sphere_data_analysis_2015-08-08_02-25-12.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	2	0	2015,08,08,02,27,58	sphere_data_analysis_2015-08-08_02-27-58.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	2	0	2015,08,08,02,31,04	sphere_data_analysis_2015-08-08_02-31-04.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	2	0	2015,08,08,02,34,07	sphere_data_analysis_2015-08-08_02-34-07.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	2	2.5	2015,08,08,02,37,16	sphere_data_analysis_2015-08-08_02-37-16.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	2	2.5	2015,08,08,02,40,20	sphere_data_analysis_2015-08-08_02-40-20.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	2	2.5	2015,08,08,02,43,21	sphere_data_analysis_2015-08-08_02-43-21.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	2	3	2015,08,08,02,46,10	sphere_data_analysis_2015-08-08_02-46-10.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	2	3	2015,08,08,02,49,21	sphere_data_analysis_2015-08-08_02-49-21.p
100	0.01	0.05	2	1	2	10000	0.005	50	 	2	3	2015,08,08,02,52,16	sphere_data_analysis_2015-08-08_02-52-16.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,08,02,55,24	sphere_data_analysis_2015-08-08_02-55-24.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,08,02,58,25	sphere_data_analysis_2015-08-08_02-58-25.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,08,03,01,34	sphere_data_analysis_2015-08-08_03-01-34.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,03,04,45	sphere_data_analysis_2015-08-08_03-04-45.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,03,07,56	sphere_data_analysis_2015-08-08_03-07-56.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,03,11,02	sphere_data_analysis_2015-08-08_03-11-02.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,08,03,14,12	sphere_data_analysis_2015-08-08_03-14-12.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,08,03,17,20	sphere_data_analysis_2015-08-08_03-17-20.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,08,03,20,30	sphere_data_analysis_2015-08-08_03-20-30.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	1	0	2015,08,08,03,23,43	sphere_data_analysis_2015-08-08_03-23-43.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	1	0	2015,08,08,03,26,55	sphere_data_analysis_2015-08-08_03-26-55.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	1	0	2015,08,08,03,30,06	sphere_data_analysis_2015-08-08_03-30-06.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,08,03,33,16	sphere_data_analysis_2015-08-08_03-33-16.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,08,03,36,27	sphere_data_analysis_2015-08-08_03-36-27.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,08,03,39,36	sphere_data_analysis_2015-08-08_03-39-36.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	1	3	2015,08,08,03,42,45	sphere_data_analysis_2015-08-08_03-42-45.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	1	3	2015,08,08,03,45,55	sphere_data_analysis_2015-08-08_03-45-55.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	1	3	2015,08,08,03,49,05	sphere_data_analysis_2015-08-08_03-49-05.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	2	0	2015,08,08,03,52,15	sphere_data_analysis_2015-08-08_03-52-15.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	2	0	2015,08,08,03,55,24	sphere_data_analysis_2015-08-08_03-55-24.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	2	0	2015,08,08,03,58,29	sphere_data_analysis_2015-08-08_03-58-29.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,08,04,01,39	sphere_data_analysis_2015-08-08_04-01-39.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,08,04,04,48	sphere_data_analysis_2015-08-08_04-04-48.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,08,04,07,58	sphere_data_analysis_2015-08-08_04-07-58.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	2	3	2015,08,08,04,11,08	sphere_data_analysis_2015-08-08_04-11-08.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	2	3	2015,08,08,04,14,18	sphere_data_analysis_2015-08-08_04-14-18.p
100	0.01	0.1	0.5	1	2	10000	0.005	50	 	2	3	2015,08,08,04,17,29	sphere_data_analysis_2015-08-08_04-17-29.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	0.5	0	2015,08,08,04,20,39	sphere_data_analysis_2015-08-08_04-20-39.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	0.5	0	2015,08,08,04,23,39	sphere_data_analysis_2015-08-08_04-23-39.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	0.5	0	2015,08,08,04,26,49	sphere_data_analysis_2015-08-08_04-26-49.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,04,29,55	sphere_data_analysis_2015-08-08_04-29-55.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,04,33,05	sphere_data_analysis_2015-08-08_04-33-05.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,04,36,15	sphere_data_analysis_2015-08-08_04-36-15.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	0.5	3	2015,08,08,04,39,25	sphere_data_analysis_2015-08-08_04-39-25.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	0.5	3	2015,08,08,04,42,34	sphere_data_analysis_2015-08-08_04-42-34.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	0.5	3	2015,08,08,04,45,45	sphere_data_analysis_2015-08-08_04-45-45.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	1	0	2015,08,08,04,48,55	sphere_data_analysis_2015-08-08_04-48-55.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	1	0	2015,08,08,04,52,04	sphere_data_analysis_2015-08-08_04-52-04.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	1	0	2015,08,08,04,55,08	sphere_data_analysis_2015-08-08_04-55-08.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	1	2.5	2015,08,08,04,58,18	sphere_data_analysis_2015-08-08_04-58-18.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	1	2.5	2015,08,08,05,01,30	sphere_data_analysis_2015-08-08_05-01-30.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	1	2.5	2015,08,08,05,04,41	sphere_data_analysis_2015-08-08_05-04-41.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	1	3	2015,08,08,05,07,52	sphere_data_analysis_2015-08-08_05-07-52.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	1	3	2015,08,08,05,11,01	sphere_data_analysis_2015-08-08_05-11-01.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	1	3	2015,08,08,05,14,10	sphere_data_analysis_2015-08-08_05-14-10.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	2	0	2015,08,08,05,17,21	sphere_data_analysis_2015-08-08_05-17-21.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	2	0	2015,08,08,05,20,30	sphere_data_analysis_2015-08-08_05-20-30.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	2	0	2015,08,08,05,23,41	sphere_data_analysis_2015-08-08_05-23-41.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	2	2.5	2015,08,08,05,26,50	sphere_data_analysis_2015-08-08_05-26-50.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	2	2.5	2015,08,08,05,29,58	sphere_data_analysis_2015-08-08_05-29-58.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	2	2.5	2015,08,08,05,33,07	sphere_data_analysis_2015-08-08_05-33-07.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	2	3	2015,08,08,05,36,17	sphere_data_analysis_2015-08-08_05-36-17.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	2	3	2015,08,08,05,39,25	sphere_data_analysis_2015-08-08_05-39-25.p
100	0.01	0.1	1	1	2	10000	0.005	50	 	2	3	2015,08,08,05,42,33	sphere_data_analysis_2015-08-08_05-42-33.p
100	0.01	0.1	2	1	2	10000	0.005	50	 	0.5	0	2015,08,08,05,45,39	sphere_data_analysis_2015-08-08_05-45-39.p
100	0.01	0.1	2	1	2	10000	0.005	50	 	0.5	0	2015,08,08,05,48,43	sphere_data_analysis_2015-08-08_05-48-43.p
100	0.01	0.1	2	1	2	10000	0.005	50	 	0.5	0	2015,08,08,05,51,52	sphere_data_analysis_2015-08-08_05-51-52.p
100	0.01	0.1	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,05,54,56	sphere_data_analysis_2015-08-08_05-54-56.p
100	0.01	0.1	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,05,58,06	sphere_data_analysis_2015-08-08_05-58-06.p
100	0.01	0.1	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,06,01,10	sphere_data_analysis_2015-08-08_06-01-10.p
100	0.01	0.1	2	1	2	10000	0.005	50	 	0.5	3	2015,08,08,06,04,21	sphere_data_analysis_2015-08-08_06-04-21.p
100	0.01	0.1	2	1	2	10000	0.005	50	 	0.5	3	2015,08,08,06,07,08	sphere_data_analysis_2015-08-08_06-07-08.p
100	0.01	0.1	2	1	2	10000	0.005	50	 	0.5	3	2015,08,08,06,10,17	sphere_data_analysis_2015-08-08_06-10-17.p
100	0.01	0.1	2	1	2	10000	0.005	50	 	1	0	2015,08,08,06,13,22	sphere_data_analysis_2015-08-08_06-13-22.p
